	Joy	Anger	Sadness	Fear	Disgust
revólver	     1.234	     2.744	     2.327	     2.974	     2.210
rígido	     1.475	     2.118	     1.989	     2.235	     2.067
assaltante	     1.190	     3.382	     2.865	     3.123	     2.391
rocha	     1.832	     1.350	     1.380	     1.345	     1.270
áspero	     1.217	     2.083	     2.239	     2.289	     2.154
seguro	     3.573	     1.121	     1.260	     1.259	     1.148
santo	     1.764	     1.342	     1.333	     1.367	     1.349
poupar	     2.114	     1.331	     1.294	     1.366	     1.307
escaldar	     1.524	     2.364	     1.936	     2.616	     1.953
escândalo	     1.302	     2.524	     2.230	     2.636	     2.086
bode-expiatório	     1.183	     2.469	     2.365	     2.201	     2.333
cicatriz	     1.312	     2.266	     2.002	     1.851	     2.149
tesoura	     1.563	     1.522	     1.543	     1.537	     1.409
abrasador	     1.944	     1.583	     1.511	     1.873	     1.432
escorpião	     1.673	     1.932	     1.771	     2.571	     1.694
sentimento	     3.465	     1.431	     1.503	     1.587	     1.336
severo	     1.255	     2.184	     1.938	     1.967	     2.394
caçadeira	     1.213	     2.894	     2.371	     3.123	     2.371
guincho	     1.432	     2.037	     1.902	     2.017	     2.140
tonto	     1.567	     1.636	     1.672	     1.899	     1.753
lento	     1.362	     1.855	     1.906	     1.901	     2.028
lama	     1.413	     1.662	     1.835	     1.778	     1.772
liso	     1.678	     1.421	     1.413	     1.362	     1.378
sociável	     3.601	     1.200	     1.251	     1.273	     1.171
macio	     3.475	     1.133	     1.241	     1.256	     1.111
canção	     3.583	     1.126	     1.282	     1.224	     1.135
acalmar	     2.695	     1.263	     1.369	     1.264	     1.207
azedo	     1.253	     2.093	     2.070	     1.925	     2.559
palmada	     1.480	     2.414	     2.030	     2.672	     1.934
esfera	     1.903	     1.334	     1.337	     1.360	     1.313
spray	     1.595	     1.459	     1.419	     1.459	     1.391
primavera	     3.955	     1.146	     1.282	     1.181	     1.115
estagnado	     1.180	     2.064	     2.192	     1.907	     2.307
estátua	     1.827	     1.205	     1.250	     1.276	     1.189
fedor	     1.154	     2.875	     2.831	     2.606	     2.215
firme	     2.859	     1.172	     1.221	     1.301	     1.281
estômago	     1.613	     1.392	     1.396	     1.402	     1.328
banquinho	     2.095	     1.320	     1.407	     1.312	     1.311
tempestade	     1.437	     2.192	     1.922	     2.674	     2.014
forno	     2.188	     1.317	     1.317	     1.382	     1.263
açúcar	     3.499	     1.319	     1.416	     1.319	     1.303
luz-solar	     3.743	     1.158	     1.372	     1.296	     1.122
pântano	     1.598	     1.418	     1.468	     1.677	     1.333
veloz	     2.956	     1.314	     1.296	     1.555	     1.232
manipular	     1.230	     2.966	     2.399	     2.902	     2.380
sabor	     3.341	     1.181	     1.367	     1.313	     1.178
táxi	     1.600	     1.229	     1.219	     1.268	     1.252
professor	     2.447	     1.296	     1.364	     1.411	     1.228
arreliar	     1.302	     2.424	     1.956	     2.268	     2.152
terno	     3.613	     1.137	     1.257	     1.264	     1.090
termómetro	     1.435	     1.513	     1.506	     1.566	     1.502
pensamento	     2.846	     1.172	     1.294	     1.282	     1.205
ordenado	     3.594	     1.184	     1.359	     1.309	     1.168
ferramenta	     2.068	     1.260	     1.265	     1.312	     1.329
torre	     1.847	     1.358	     1.397	     1.504	     1.311
brinquedo	     3.412	     1.270	     1.393	     1.280	     1.244
viajar	     4.194	     1.251	     1.370	     1.322	     1.160
apaparicar	     2.854	     1.332	     1.408	     1.413	     1.272
bagageira	     1.602	     1.293	     1.311	     1.373	     1.224
cantiga	     3.150	     1.205	     1.354	     1.268	     1.182
crepúsculo	     2.064	     1.279	     1.314	     1.250	     1.345
unidade	     1.823	     1.300	     1.352	     1.291	     1.244
utensílio	     1.649	     1.308	     1.309	     1.330	     1.281
vagina	     2.170	     1.352	     1.390	     1.466	     1.277
colete	     1.617	     1.594	     1.601	     1.572	     1.548
virgem	     1.609	     1.233	     1.249	     1.285	     1.262
travessia	     1.873	     1.246	     1.232	     1.289	     1.325
carruagem	     1.793	     1.440	     1.466	     1.482	     1.312
assobio	     2.176	     1.297	     1.314	     1.371	     1.256
esposa	     2.377	     1.292	     1.498	     1.442	     1.288
moínho	     2.118	     1.278	     1.338	     1.238	     1.229
piscar	     2.031	     1.512	     1.382	     1.613	     1.507
desejo	     3.977	     1.278	     1.291	     1.431	     1.161
engenho	     2.773	     1.262	     1.426	     1.359	     1.289
escritor	     3.454	     1.204	     1.402	     1.275	     1.182
iate	     3.360	     1.258	     1.419	     1.310	     1.279
jovem	     3.748	     1.171	     1.287	     1.257	     1.147
juventude	     4.046	     1.202	     1.268	     1.287	     1.190
zelo	     2.289	     1.229	     1.253	     1.281	     1.342
